Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
14/09/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,NA,45.1,29,158
23/09/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.4,54.6,43,188
27/09/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.7,39.3,16,139
29/09/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.3,28.8,37,168
10/4/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.5,27,41,172
10/9/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.5,23.2,41,163
10/12/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11,27.7,41,160
18/10/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.2,23.3,51,186
21/10/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,14.8,38.1,105,264
22/10/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,14.7,43.8,48,186
24/10/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,15.3,40.9,76,252
25/10/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,16.5,42.1,106,267
11/4/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.5,27.3,53,181
11/6/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.3,26.1,48,190
11/9/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.3,34.4,77,199
14/11/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.9,32.5,59,170
17/11/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.9,37.6,119,252
22/11/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.8,39.7,71,179
25/11/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,12.2,29.9,49,155
29/11/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.3,23.3,48,169
12/2/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.9,27.6,97,224
12/4/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,12.9,39.3,49,146
12/8/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.6,31.3,95,221
12/12/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.5,31.3,57,182
14/12/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,12.6,41.9,71,179
20/12/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.3,37.1,156,291
25/12/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,12,37.6,268,416
27/12/2006,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.1,34.5,150,293
4/7/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,9.5,25,52
4/10/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,5.3,102,189
14/04/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,11.5,49,147
17/04/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,42,188
21/04/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,22.9,81,169
24/04/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,32.7,54,147
28/04/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,17.5,87,215
5/1/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,26.9,127,241
5/5/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,20.6,124,174
5/8/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,130,276
5/12/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,181,259
15/05/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,123,237
19/05/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,9.4,157,207
22/05/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,14.3,79,187
26/05/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,19.1,91,147
29/05/2006,Maharashtra,Nagpur,Maskasath,Residential and others,NA,7.3,103,159
1/2/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,43,94,168
1/4/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,49.9,124,204
1/9/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,35.2,77,172
13/01/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,64,136
16/01/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,35.3,87,170
18/01/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,40.9,31,74
27/01/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,28.2,72,174
2/1/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,83,163
2/3/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,85,124
2/10/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,82.8,66,161
15/02/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,32.5,83,171
17/02/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,18.4,79,142
22/02/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,23.4,100,200
24/02/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,43.7,122,202
3/1/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,123,161
3/3/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,76,113
3/8/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,54,222
17/03/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,57,107
20/03/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,72,131
24/03/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,89,175
27/03/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,9.3,119,361
4/3/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,88,182
4/5/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,91,156
4/6/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.6,NA,97,187
4/10/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,14.4,98,142
4/12/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,14,90,210
17/04/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,50,98
19/04/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,24,91,116
24/04/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,20.3,73,140
26/04/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,58,136
5/1/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,51.3,127,171
5/3/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,115,223
5/8/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,18.4,92,149
5/10/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,205,279
15/05/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,7.3,112,152
17/05/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,12.1,163,228
22/05/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,68.9,65,130
24/05/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,52,125
29/05/2006,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,8.6,36,82
1/4/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,38,34,103,214
1/7/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,35,30,101,206
1/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,37,31,106,215
14/01/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33,26,103,208
2/1/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33,27.7,105,213
2/4/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36.7,28.3,101,207
2/8/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,29.3,24.8,83,185
2/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.5,27.2,93,198
15/02/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.7,25.3,95,200
18/02/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,30.8,25.3,96,196
22/02/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,27.7,23.5,83,179
25/02/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33.2,25.7,80,180
3/1/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33.3,25.3,84,186
3/4/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,38.7,29.8,94,196
3/8/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36.7,27.2,99,198
3/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36.2,28.5,100,192
15/03/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,29.8,21.7,96,192
18/03/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.7,26.3,97,199
22/03/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,29.2,26,90,100
25/03/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.3,27,83,194
22/04/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.3,26.8,97,196
26/04/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.8,27.5,94,190
27/04/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.3,26.8,97,196
29/04/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33.3,27.2,91,188
5/3/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,30.2,27,93,191
5/6/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31,26,80,180
5/10/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,28.7,26.3,82,179
13/05/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31.5,26.7,88,185
17/05/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33.2,28,90,190
20/05/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31.7,27.8,87,187
24/05/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31.8,28,78,176
27/05/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,34.3,29.8,86,185
31/05/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31.7,27.5,80,172
6/3/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33.8,26.8,94,195
6/7/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31.5,28.5,72,163
6/10/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,34.5,27.3,87,187
14/06/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36.8,28.8,90,189
17/06/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,28.8,24.7,77,176
21/06/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,29.2,25,78,184
24/06/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,30.2,27.5,75,158
28/06/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,30.2,25.3,77,170
7/1/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,27,23.7,85,179
7/5/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,24,20,65,135
7/8/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,27.5,21,68,144
7/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,26.8,21.8,60,128
15/07/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32,27.5,78,163
19/07/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.8,27.7,71,146
22/07/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,25.3,21.2,68,129
26/07/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,26.8,20.8,65,112
29/07/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,28,20.5,50,112
8/2/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,19.8,16.5,32,65
8/5/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,19.3,16.5,31,59
8/7/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,19.8,18.3,31,59
8/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,28.8,21.3,46,96
16/08/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,28,23,46,95
19/08/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.8,27,40,93
23/08/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32.2,28.8,57,117
26/08/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,32,28.3,50,101
30/08/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31,26.3,37,82
9/2/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36.2,29.5,54,63
9/6/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,43.5,33,50,112
9/9/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,39.7,33,53,110
13/09/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,43.2,31.3,53,108
16/09/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,35.3,28.7,46,96
20/09/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,43.3,31,49,100
23/09/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,44.5,32.7,49,103
27/09/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,40.3,31.5,53,112
30/09/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36.3,28.7,46,101
10/4/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,38.3,29,47,98
10/7/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,39.8,30,49,104
10/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,39.5,32.5,50,108
14/10/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,38.2,32.5,57,116
18/10/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,47.3,33.8,55,117
21/10/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,15.7,27.2,89,NA
28/10/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,40.5,28.8,51,111
11/1/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,35.2,18,73,98
11/4/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,35.7,27.2,37,77
11/8/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,49,34,60,121
11/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,44.8,34,100,122
15/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,44.3,32.2,51,92
18/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,38.5,26.7,46,87
22/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,31.8,25.7,33,73
25/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,33.8,24.3,38,77
29/11/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,41.5,29.2,37,71
12/2/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,43.2,30,43,93
12/6/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,36,30,38,82
12/9/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,35.3,27.8,38,81
13/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,37,27.3,40,84
16/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,41.3,30.2,43,87
20/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,37.3,29.7,40,82
23/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,35.8,32,35,73
27/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,43,31.2,39,79
30/12/2006,Maharashtra,Nashik,VIP Industrial Area,Industrial Areas,37.8,29.7,37,80
1/2/2006,Maharashtra,Nashik,NMC Building,Residential and others,37,29,98,209
1/5/2006,Maharashtra,Nashik,NMC Building,Residential and others,42,31,103,213
1/9/2006,Maharashtra,Nashik,NMC Building,Residential and others,40,28,105,217
1/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,37,31,106,215
2/2/2006,Maharashtra,Nashik,NMC Building,Residential and others,41,30.7,107,217
2/6/2006,Maharashtra,Nashik,NMC Building,Residential and others,34.8,27.8,104,210
2/9/2006,Maharashtra,Nashik,NMC Building,Residential and others,37.7,30,103,210
13/02/2006,Maharashtra,Nashik,NMC Building,Residential and others,29.7,26,95,200
16/02/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.7,28.2,102,205
20/02/2006,Maharashtra,Nashik,NMC Building,Residential and others,41,30.7,102,200
23/02/2006,Maharashtra,Nashik,NMC Building,Residential and others,34.8,30,101,206
27/02/2006,Maharashtra,Nashik,NMC Building,Residential and others,35.7,28.5,101,205
3/2/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.2,28,95,197
3/6/2006,Maharashtra,Nashik,NMC Building,Residential and others,34.5,28.7,99,196
3/9/2006,Maharashtra,Nashik,NMC Building,Residential and others,35.5,28.5,96,193
13/03/2006,Maharashtra,Nashik,NMC Building,Residential and others,32.7,26.5,95,199
16/03/2006,Maharashtra,Nashik,NMC Building,Residential and others,37,28.2,98,201
20/03/2006,Maharashtra,Nashik,NMC Building,Residential and others,31.2,26.3,97,199
23/03/2006,Maharashtra,Nashik,NMC Building,Residential and others,37.8,28.7,95,102
27/03/2006,Maharashtra,Nashik,NMC Building,Residential and others,43,29.5,102,205
30/03/2006,Maharashtra,Nashik,NMC Building,Residential and others,36.2,28.8,100,202
4/3/2006,Maharashtra,Nashik,NMC Building,Residential and others,34,26,95,197
4/6/2006,Maharashtra,Nashik,NMC Building,Residential and others,36.7,27,99,197
4/8/2006,Maharashtra,Nashik,NMC Building,Residential and others,42.5,33,100,200
13/04/2006,Maharashtra,Nashik,NMC Building,Residential and others,36.8,26.5,88,186
17/04/2006,Maharashtra,Nashik,NMC Building,Residential and others,32.5,28.7,100,201
20/04/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.3,27,100,199
24/04/2006,Maharashtra,Nashik,NMC Building,Residential and others,34.3,30,98,200
27/04/2006,Maharashtra,Nashik,NMC Building,Residential and others,35.8,29,100,202
5/1/2006,Maharashtra,Nashik,NMC Building,Residential and others,37,29.8,100,202
5/4/2006,Maharashtra,Nashik,NMC Building,Residential and others,34,27.8,100,201
5/8/2006,Maharashtra,Nashik,NMC Building,Residential and others,39.5,31.3,100,202
5/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,36.2,31.5,99,200
15/05/2006,Maharashtra,Nashik,NMC Building,Residential and others,36.8,30.3,100,200
18/05/2006,Maharashtra,Nashik,NMC Building,Residential and others,37.7,31.8,99,201
22/05/2006,Maharashtra,Nashik,NMC Building,Residential and others,37.5,29.7,100,201
24/05/2006,Maharashtra,Nashik,NMC Building,Residential and others,31.8,28,78,176
25/05/2006,Maharashtra,Nashik,NMC Building,Residential and others,40.5,31.8,100,201
29/05/2006,Maharashtra,Nashik,NMC Building,Residential and others,29,25.7,94,195
6/1/2006,Maharashtra,Nashik,NMC Building,Residential and others,29.2,24.7,84,181
6/5/2006,Maharashtra,Nashik,NMC Building,Residential and others,34,30,90,191
6/8/2006,Maharashtra,Nashik,NMC Building,Residential and others,32.7,29.5,87,187
6/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,34.5,29,91,190
15/06/2006,Maharashtra,Nashik,NMC Building,Residential and others,31.5,27.8,85,184
19/06/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.3,29.7,83,184
22/06/2006,Maharashtra,Nashik,NMC Building,Residential and others,30.5,28.5,81,179
26/06/2006,Maharashtra,Nashik,NMC Building,Residential and others,31.7,28.2,87,172
29/06/2006,Maharashtra,Nashik,NMC Building,Residential and others,30,25.7,83,178
7/3/2006,Maharashtra,Nashik,NMC Building,Residential and others,31,26.7,93,188
7/6/2006,Maharashtra,Nashik,NMC Building,Residential and others,19.8,16,45,94
7/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,21.7,17.5,61,135
13/07/2006,Maharashtra,Nashik,NMC Building,Residential and others,30.7,22.7,67,146
17/07/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.2,30.2,88,169
20/07/2006,Maharashtra,Nashik,NMC Building,Residential and others,28,26.8,69,144
24/07/2006,Maharashtra,Nashik,NMC Building,Residential and others,28.5,25.5,63,125
27/07/2006,Maharashtra,Nashik,NMC Building,Residential and others,28.2,23.5,60,127
31/07/2006,Maharashtra,Nashik,NMC Building,Residential and others,28.7,22.8,53,114
8/3/2006,Maharashtra,Nashik,NMC Building,Residential and others,19.2,17,31,61
8/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,34.8,26.7,46,94
14/08/2006,Maharashtra,Nashik,NMC Building,Residential and others,28.3,25.2,45,93
17/08/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.2,27,46,96
21/08/2006,Maharashtra,Nashik,NMC Building,Residential and others,33.5,28.3,55,114
24/08/2006,Maharashtra,Nashik,NMC Building,Residential and others,38.7,30.2,52,113
28/08/2006,Maharashtra,Nashik,NMC Building,Residential and others,32,28.2,53,106
31/08/2006,Maharashtra,Nashik,NMC Building,Residential and others,38.7,30.8,46,104
9/4/2006,Maharashtra,Nashik,NMC Building,Residential and others,44,33.3,59,129
9/7/2006,Maharashtra,Nashik,NMC Building,Residential and others,47.8,39,60,132
9/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,46.7,35.3,56,128
14/09/2006,Maharashtra,Nashik,NMC Building,Residential and others,43.2,33.7,57,121
18/09/2006,Maharashtra,Nashik,NMC Building,Residential and others,48.3,35.5,53,114
21/09/2006,Maharashtra,Nashik,NMC Building,Residential and others,43.2,33.5,53,106
25/09/2006,Maharashtra,Nashik,NMC Building,Residential and others,46,36,57,122
28/09/2006,Maharashtra,Nashik,NMC Building,Residential and others,51.8,35.3,57,122
10/2/2006,Maharashtra,Nashik,NMC Building,Residential and others,47.2,34.5,57,119
10/5/2006,Maharashtra,Nashik,NMC Building,Residential and others,49,37.5,70,148
10/9/2006,Maharashtra,Nashik,NMC Building,Residential and others,45.5,37,65,134
10/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,42.5,30.3,62,128
16/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,49.8,36.2,69,141
19/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,48.5,38.3,68,145
23/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,15.7,18,126,NA
26/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,53.7,40,61,134
30/10/2006,Maharashtra,Nashik,NMC Building,Residential and others,53.7,41.3,59,65
11/2/2006,Maharashtra,Nashik,NMC Building,Residential and others,37.8,23.8,47,112
11/6/2006,Maharashtra,Nashik,NMC Building,Residential and others,49.3,29.3,48,109
11/9/2006,Maharashtra,Nashik,NMC Building,Residential and others,44.8,33.3,45,119
13/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,46.3,35.3,40,113
16/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,54.7,42.3,54,97
20/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,48.8,34.2,55,114
23/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,43.8,34.3,40,80
27/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,48.8,34,43,81
30/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,37,29,38,82
12/4/2006,Maharashtra,Nashik,NMC Building,Residential and others,48.8,36.2,46,106
12/7/2006,Maharashtra,Nashik,NMC Building,Residential and others,44.2,34.2,50,96
12/11/2006,Maharashtra,Nashik,NMC Building,Residential and others,42.5,29,38,93
14/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,45.3,30.8,44,91
18/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,44.8,33.7,45,95
21/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,47.7,40,38,91
25/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,46.5,36.7,43,89
28/12/2006,Maharashtra,Nashik,NMC Building,Residential and others,44.5,34.5,46,92
1/3/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,28,94,200
1/6/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,25,99,209
1/10/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,24,98,207
13/01/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,28,101,209
2/3/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,25.7,100,205
2/7/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,23.3,90,192
2/10/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28.2,23.7,73,175
14/02/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26.3,20,85,186
17/02/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,23.3,18.3,76,179
21/02/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27,18.8,78,177
24/02/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26.3,19.5,68,166
28/02/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26.7,19.7,58,155
3/3/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28.7,24.7,70,162
3/7/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27.8,20.3,68,165
3/10/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27.7,22.7,69,163
14/03/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,23.5,20.5,71,144
17/03/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,25.2,20.3,72,164
21/03/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27.2,20.7,89,184
24/03/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,25,75,169
28/03/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,31.8,26,84,178
21/04/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29.2,23,77,172
25/04/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.2,24.3,75,170
28/04/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28,25.3,76,168
5/2/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.2,27,84,181
5/5/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.8,25.8,84,184
5/9/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28.3,24.2,75,169
5/12/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.5,28,83,183
16/05/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,26.2,88,184
19/05/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29.8,27.2,85,184
23/05/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30,27.5,80,180
26/05/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29.2,26.5,65,164
30/05/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27,22.3,72,164
6/2/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27,24.7,78,168
6/6/2006,Maharashtra,Nashik,RTO Colony Tank,Residential and others,31.3,27.3,85,179
