Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
25/8/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,7,16.3,60,126
26/8/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,7,16,34,106
9/1/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,6.5,14.3,NA,NA
9/2/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,5.4,17.8,34,90
9/8/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,6,13,39,109
9/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,5.4,11.6,54,128
15/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,7.3,13.5,43,91
16/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,5.2,12.8,40,74
22/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,9,12,33,170
23/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,NA,NA,29,83
29/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,NA,NA,NA,NA
30/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,5.5,13.5,36,160
10/6/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,6.3,12,57,137
10/7/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,6,12.6,28,87
13/10/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,6,15,44,147
14/10/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,6.4,16,51,226
20/10/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,7.8,17,51,171
21/10/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,8.2,17.6,59,204
11/3/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,8.3,20,81,352
11/4/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,NA,NA,61,221
11/10/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,11.5,27.8,123,293
11/11/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,13,30.2,79,210
17/11/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,14.5,30.5,100,343
18/11/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,12.6,30.6,128,296
24/11/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,13.8,27,59,183
25/11/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,13,25,99,276
12/1/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,12.4,23.2,80,189
12/2/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,11.4,26.8,93,216
12/8/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,13.6,22.6,95,224
12/9/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,12.4,24.2,109,254
15/12/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,10.2,36.6,107,226
22/12/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,10.2,20.4,115,287
23/12/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,10.4,25,106,294
29/12/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,10.4,26.6,109,201
30/12/2008,Maharashtra,Aurangabad (MS),Bibi-Ka-Maqbara,Sensitive Areas,NA,NA,NA,NA
1/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,35.2,50.8,188,255
1/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.5,56.8,248,313
1/8/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.5,52.2,86,202
15/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.3,52.3,135,165
17/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,32.5,57.2,286,352
22/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.2,54.2,143,314
24/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.8,60,295,349
2/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,36.7,57.7,125,238
2/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.8,56,103,195
2/7/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,27.7,46.8,69,111
2/12/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.7,50.7,48,84
14/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,32.5,49.5,109,170
15/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,37.5,60.8,145,230
21/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,36.3,53.8,124,156
26/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,51.7,74.3,116,165
28/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,58.5,79,152,204
29/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,36.7,59.8,157,188
3/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,35.2,53.7,93,151
3/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,43,63,215,305
13/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,38.7,58.5,45,75
14/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,42.2,69.7,143,225
18/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,42.2,60.8,83,129
25/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.3,52.7,143,175
26/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,46.2,68.7,121,191
27/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,47,62.2,122,160
4/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,34.3,54.8,128,219
4/3/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31,53.2,106,144
4/8/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,41,62,106,124
4/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,49.3,67.5,229,260
16/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,42.5,63.2,181,217
22/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,39,63.2,144,184
24/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.7,52.7,211,245
5/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.7,51.8,172,237
5/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.2,54.7,185,251
5/8/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.7,48.5,183,213
13/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.3,51.7,173,286
16/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.8,70.3,579,1023
21/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.7,61.8,253,502
22/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30,57,187,346
27/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.7,66.8,167,210
30/5/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,32.2,61.5,181,287
6/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,36.5,63,203,229
6/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,51.7,69.2,278,321
6/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,37.2,66.5,198,314
6/12/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.5,43.8,160,181
17/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.8,51.3,167,187
19/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,28.3,51.3,184,215
20/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.7,54.8,132,181
24/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.5,51.8,138,187
7/1/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,34.7,52.7,139,165
7/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.5,51.7,124,158
7/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,32.5,62.5,170,252
15/7/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,35.2,58.3,138,188
17/7/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,37.7,59.8,157,184
22/7/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,39,62.2,115,173
8/7/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,26.3,48.5,109,123
8/12/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.3,60.8,212,301
20/8/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.5,59.7,194,216
26/8/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,42.2,56.6,141,162
28/8/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,41,55.8,185,235
9/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,55.2,64.6,197,247
16/9/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,60,72,186,205
18/9/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,50.8,61.8,181,228
19/9/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,55,67.6,108,126
23/9/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.6,53.6,90,108
30/9/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,28.8,43.2,95,169
10/7/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,40,76.7,337,412
14/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,35.3,55.7,91,118
16/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,40.5,59.8,123,159
21/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,42.5,45.8,113,145
11/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.8,55,102,140
11/6/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,34.5,53.2,137,158
11/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,34.3,64.8,138,156
14/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,36.7,65.5,111,126
18/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,40.7,63.5,151,181
20/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,36.3,64.8,240,272
25/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,35,59.3,95,110
27/11/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,41.2,62.8,130,165
12/2/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,37.7,49.8,86,122
12/4/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,41.5,51,119,149
12/10/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,43,53.3,196,220
16/12/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.8,47.3,128,185
18/12/2008,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,28.3,48.5,97,148
1/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,33.6,54.4,324,387
1/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.4,46.8,186,307
1/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.2,45,58,127
14/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,40.2,62.4,193,278
18/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,34.2,52.8,182,358
21/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,31,54.4,228,309
25/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28.4,48.2,279,369
2/2/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,36.6,60.2,184,282
2/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.2,46,116,206
2/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.6,47.8,126,232
2/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.2,46.6,43,115
16/2/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.4,51.8,156,226
18/2/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32,52.6,103,176
25/2/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32.4,55,112,164
3/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.2,44.2,381,420
3/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,31.4,45.6,110,237
3/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,18.8,36.8,115,155
3/10/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.4,43.6,208,328
15/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.2,44.6,285,312
17/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.2,50.4,98,188
19/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27,43.6,100,175
24/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.8,49.6,79,122
29/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26,43.2,112,153
31/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.4,51.4,129,212
4/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.4,48.8,90,109
4/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.5,45,165,186
15/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.8,45.2,417,502
19/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.2,44.8,161,251
21/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28.4,46.4,208,277
25/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.6,57.2,100,151
28/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,30,55,104,272
5/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26,44,105,181
5/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.4,53,160,232
5/9/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,20.6,50,175,297
5/12/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.4,45.8,172,273
15/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.4,47.4,214,268
17/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.6,48.6,138,267
20/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24,46.2,224,343
23/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.2,44.6,156,230
26/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.6,59.2,198,286
29/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,18.8,40.4,214,335
6/2/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28.8,46,211,284
6/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.2,47.8,137,369
6/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28.5,51.8,146,410
6/9/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.5,45.7,127,157
13/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.6,47.8,140,270
16/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23,45,132,201
21/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.8,49.8,308,384
23/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.2,45.2,156,232
7/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23,38.2,87,147
7/5/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25,45.2,292,566
7/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,30.8,52.6,295,458
7/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.4,47.6,141,170
14/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.4,46,124,143
19/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32.4,48.4,173,235
21/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.4,48.4,71,307
25/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.4,49.6,215,253
8/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,NA,NA,109,169
8/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.8,48.6,442,484
14/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.5,46.5,117,128
18/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,20.8,47,126,144
25/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.6,44.6,94,104
30/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,31,43.8,110,140
9/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,33.8,48.8,252,272
9/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32.6,45.8,102,121
9/12/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.8,49.6,113,135
15/9/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.2,46,202,233
20/9/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,37,49.2,132,210
22/9/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23,31.5,156,203
10/4/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24,31.8,80,121
10/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.2,38.8,159,236
13/10/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.8,39.4,113,147
20/10/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28.4,41.8,321,371
11/3/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.3,37.8,109,163
11/7/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.4,41,105,149
11/10/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.8,33.6,103,121
15/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,34.2,47.8,320,325
17/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32,43.6,228,251
21/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.8,42.3,152,175
24/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.3,46.3,143,169
29/11/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,37.2,50,77,132
12/1/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,35,46.4,64,95
12/6/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,31,47.4,79,112
12/8/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,31.2,47.2,116,152
12/12/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.2,43.2,132,190
15/12/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27,43,131,179
20/12/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.8,46.8,57,90
22/12/2008,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.6,42.6,84,137
1/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.2,57.8,177,239
1/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33.8,47.6,77,151
1/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,40.6,66.2,145,200
1/10/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.8,72.4,105,157
16/1/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,31.8,52.8,119,247
17/1/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.4,49.6,133,193
23/1/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38.8,69.8,275,335
24/1/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,39.8,63.2,221,357
2/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,30.8,48.6,82,168
2/7/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,40.8,66.6,242,404
13/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,34.6,51.4,94,178
14/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.4,43,94,134
15/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29.3,48,68,109
20/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,52.2,66.6,80,126
21/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,57.2,76.2,416,585
27/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,41.6,58.4,166,218
28/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,51.4,73.6,102,170
3/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,45.2,66.6,229,347
13/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33,59,139,207
14/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,40.4,59.2,179,207
18/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,56,77.8,708,827
25/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,39.6,64.2,107,173
26/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,45.2,70.4,131,217
27/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49.2,69.4,619,709
28/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36,54,144,187
4/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,41,70.2,268,296
4/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,46,66.6,155,284
4/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,46,66.6,155,284
4/10/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,52.8,79.6,310,425
16/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49.2,67.8,471,614
17/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36,61,314,425
23/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,31,60.6,169,228
24/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.7,56,279,339
5/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,27,54.2,370,446
5/8/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38.4,76.6,354,430
14/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29.2,62.8,235,355
15/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,35.4,69.2,187,281
22/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.6,66,214,301
28/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.6,56.2,261,343
29/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29.2,58.6,214,335
30/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38,75.4,255,359
6/3/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,34.8,66.6,143,212
6/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,48,75.6,199,281
6/11/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33.2,58.8,144,259
6/12/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,27.8,49.4,179,250
18/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,30,48.4,197,282
19/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,37,52,198,236
20/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,24.4,47.8,127,196
25/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33.8,51.2,170,273
26/6/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29.2,55.6,147,180
7/2/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36.2,58.2,143,189
7/4/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.6,49.8,168,235
7/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,31.4,55,140,200
18/7/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,37.2,57.2,233,287
23/7/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42,61,110,363
24/7/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,37.2,59.2,153,209
30/7/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,37,60.2,151,188
8/7/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,NA,NA,158,191
13/8/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,45.6,64.2,220,298
16/8/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.3,50.5,142,154
21/8/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.8,51.4,152,173
27/8/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36.6,56.2,84,155
29/8/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,41.6,52.8,302,338
9/5/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.8,56.6,146,171
9/10/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,37.5,46.3,48,105
17/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49,66.2,507,555
18/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,50.8,66.8,145,216
19/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,66.2,81.4,142,196
24/9/2008,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,20.8,29.8,190,282
