Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
30-08-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.7,12.5,46,NA
31-08-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,11,12.8,49,NA
9/6/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8,11.5,48,NA
9/7/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.7,9.7,48,NA
13-09-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.2,10.8,58,NA
14-09-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.8,7.8,46,NA
20-09-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.8,11,60,NA
21-09-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,12,15.3,38,NA
27-09-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,7.2,11.7,45,NA
28-09-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.7,12.3,47,NA
10/4/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.5,10.2,55,NA
10/5/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.8,14,51,NA
10/11/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.7,12.3,56,NA
10/12/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.5,14.2,52,NA
18-10-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.7,10.2,59,NA
19-10-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.8,17.8,45,NA
25-10-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.2,9.3,57,NA
26-10-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.3,10.8,53,NA
11/1/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.3,10.5,53,NA
11/2/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.8,12.2,65,NA
11/8/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.7,12.5,64,NA
11/9/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.3,13.7,71,NA
15-11-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10,14.5,56,NA
16-11-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8,14,55,NA
22-11-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.2,12,66,NA
23-11-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.8,12.7,68,NA
29-11-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.8,10,68,NA
30-11-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,10.5,11.7,62,NA
12/6/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,8.7,14.7,50,NA
12/7/2007,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9.8,16.2,45,NA
13-12-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9,12.7,41,NA
14-12-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,9,14.3,51,NA
20-12-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,6.7,15.2,46,NA
27-12-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,5.2,8.4,34,NA
28-12-07,Maharashtra,Amravati,Apurva Oil and Ind.,Industrial Areas,6.3,11.2,45,NA
1/2/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.7,8.8,NA,NA
1/8/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.5,11.8,NA,NA
1/9/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.5,10,NA,NA
15-01-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10,10,NA,NA
16-01-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.8,10.3,NA,NA
22-01-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.3,10.5,NA,NA
23-01-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.7,10.8,NA,NA
29-01-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.7,9.2,NA,NA
2/5/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.8,10.2,51,NA
2/6/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.7,9.6,65,NA
2/12/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.2,13,63,NA
13-02-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.5,11.5,56,NA
20-02-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,11.2,11.2,60,NA
26-02-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.8,9.5,58,NA
27-02-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.5,10.4,61,NA
3/5/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10,10.7,66,NA
3/6/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.7,13,58,NA
3/12/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.2,10.7,48,NA
13-03-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.2,10.3,46,NA
20-03-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,11.5,11.5,56,NA
26-03-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.2,13.2,64,NA
4/2/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.2,14.5,54,NA
4/3/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.5,12.4,64,NA
4/9/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.1,15.1,60,NA
4/10/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.6,10.6,59,NA
16-04-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,11.2,11.4,67,NA
17-04-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.9,10,59,NA
23-04-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,11.5,12.1,62,NA
24-04-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.6,16.1,55,NA
30-04-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.8,14.7,75,NA
5/7/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.9,14.1,65,NA
5/8/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.2,15.8,51,NA
14-05-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,11.2,15,65,NA
15-05-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.4,12.2,58,NA
21-05-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,13.6,10.8,60,NA
22-05-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.1,13.4,62,NA
28-05-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.8,13.4,63,NA
29-05-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.7,10.7,59,NA
6/4/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.1,10.6,48,NA
6/5/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.9,12.6,55,NA
6/11/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.3,12.9,45,NA
6/12/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.8,11.9,43,NA
18-06-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,6.1,7.7,30,NA
19-06-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,6.8,6.8,26,NA
25-06-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.1,7.2,29,NA
26-06-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.3,6.2,23,NA
7/2/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,5.8,7.1,19,NA
7/3/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,5.8,5.4,23,NA
7/9/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7,6.8,30,NA
7/10/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,5.8,7.3,42,NA
16-07-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.2,9.8,51,NA
17-07-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.8,10.6,40,NA
23-07-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.8,9.8,57,NA
24-07-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.3,8.4,51,NA
30-07-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.5,7.1,61,NA
31-07-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.3,7.6,63,NA
13-08-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.2,6.8,36,NA
14-08-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.5,6.9,34,NA
21-08-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.2,9.3,44,NA
27-08-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.7,9.2,37,NA
28-08-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8,9.2,39,NA
9/3/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.2,8.8,38,NA
9/4/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10,8.1,41,NA
9/10/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.8,7.8,34,NA
9/11/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.5,10,39,NA
17-09-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.2,8.1,36,NA
18-09-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.8,9.5,34,NA
24-09-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.5,7.4,46,NA
25-09-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.2,7.8,40,NA
10/1/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.3,9.8,46,NA
10/8/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.3,11.8,49,NA
10/9/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.5,13.2,37,NA
15-10-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.3,8.9,50,NA
16-10-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.3,10,49,NA
22-10-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.2,9.1,42,NA
23-10-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,6.5,8.1,37,NA
29-10-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.3,8.6,40,NA
30-10-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9,8.4,33,NA
11/5/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8,8.8,52,NA
11/6/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.5,11.7,53,NA
11/12/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7,11.7,42,NA
13-11-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.3,13.5,40,NA
19-11-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,8.2,9.5,46,NA
20-11-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,10.2,11,45,NA
26-11-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.5,8.8,60,NA
27-11-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,9.3,8.1,35,NA
12/3/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,5.8,7.9,30,NA
12/4/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,6.8,8.1,32,NA
12/10/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,4.8,8.3,28,NA
12/11/2007,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.3,11.2,29,NA
17-12-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,5,7.3,23,NA
18-12-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,4.2,10.8,27,NA
24-12-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,3,8.3,18,NA
31-12-07,Maharashtra,Amravati,Govt. Coll. of Engg.,Residential and others,7.5,6.9,37,NA
1/6/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10,18.7,NA,NA
1/7/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,8,17.8,NA,NA
13-01-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,14.3,13.5,NA,NA
14-01-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11,14,NA,NA
20-01-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.7,19.7,NA,NA
21-01-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.7,17,NA,NA
27-01-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.5,15.5,NA,NA
28-01-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.7,12,NA,NA
2/2/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.3,12,71,NA
2/3/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.8,18,82,NA
2/4/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,11,17.2,80,NA
2/10/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.5,17.8,91,NA
2/11/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.5,14,80,NA
17-02-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,14.3,16.8,85,NA
18-02-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.8,17.8,76,NA
24-02-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.8,15,84,NA
25-02-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.3,13.5,80,NA
3/3/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.7,17.8,82,NA
3/4/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.7,19.2,97,NA
3/10/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.3,16.5,86,NA
3/11/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,16.5,15.2,102,NA
17-03-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,16.3,18.8,86,NA
18-03-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.3,14.8,81,NA
24-03-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,18,21.5,110,NA
25-03-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,17.7,24.5,101,NA
4/1/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.1,18.3,101,NA
4/7/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,15,18.3,102,NA
4/8/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.2,17.9,113,NA
15-04-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,15.4,21.5,87,NA
21-04-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.9,20.6,102,NA
22-04-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,14.4,17.2,93,NA
28-04-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,14.5,18.2,104,NA
29-04-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.7,19.3,121,NA
5/5/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.7,23.8,137,NA
5/6/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.6,18.9,115,NA
5/12/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.9,23.9,169,NA
13-05-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.8,22.3,148,NA
19-05-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.1,21.8,115,NA
20-05-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.8,19.6,132,NA
26-05-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,15.8,21.5,100,NA
27-05-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,15.3,20.7,96,NA
6/2/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.4,21.8,101,NA
6/3/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.3,19,89,NA
6/9/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.4,14.9,51,NA
6/10/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.7,16.4,50,NA
16-06-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,8,9,65,NA
17-06-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,7.9,10.6,64,NA
23-06-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,3.9,NA,24,NA
24-06-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,6.7,5.3,35,NA
7/1/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,6.3,9,26,NA
14-07-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,7.8,11.8,52,NA
15-07-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,5.3,9.9,48,NA
21-07-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.8,13.7,85,NA
22-07-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,8.8,12.8,84,NA
28-07-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,8,9.7,79,NA
29-07-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.8,9.7,69,NA
8/4/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,8.2,12.8,55,NA
8/5/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,8,9.7,44,NA
8/11/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10,12.2,59,NA
8/12/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,8.5,9.2,41,NA
18-08-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,8.8,13.2,62,NA
19-08-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,6.5,8.8,59,NA
25-08-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.7,14.7,68,NA
26-08-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.7,12.7,63,NA
9/1/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.3,13,62,NA
9/2/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.7,15.5,44,NA
9/8/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,7.2,13.2,56,NA
9/9/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.2,13,58,NA
16-09-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13,15.2,47,NA
22-09-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.8,16,62,NA
23-09-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,12,15.2,47,NA
29-09-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,9.3,11.3,58,NA
30-09-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.5,15,62,NA
10/6/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.8,15.7,68,NA
10/7/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,14.7,17.2,75,NA
13-10-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.2,9.8,68,NA
20-10-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.5,17.2,72,NA
27-10-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13,19.7,67,NA
28-10-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,13.2,17.8,71,NA
11/3/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12,19.2,75,NA
11/4/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.8,17.3,78,NA
11/10/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,13,15.7,88,NA
17-11-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.3,20.8,71,NA
18-11-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.3,15.5,82,NA
24-11-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,14.3,13.5,75,NA
25-11-07,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.7,17.5,77,NA
12/1/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,12.8,15.5,75,NA
12/2/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,11.2,14,64,NA
12/8/2007,Maharashtra,Amravati,Rajkamal Square,Residential and others,10.2,15.3,74,NA
