Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
18-10-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,24.7,44,117,184
19-10-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,22,38.2,44,103
23-10-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,33.7,52.2,196,285
25-10-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,30.8,45.8,116,204
30-10-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,24.8,41.5,67,137
11/1/2007,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.2,40.3,44,95
11/6/2007,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,31.2,46.8,349,450
13-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,24.7,42.2,91,205
15-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,21.3,45.5,87,156
16-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,23.2,41.5,67,108
20-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,18.2,37,66,96
22-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,21.5,40.7,144,192
27-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,20.2,40,139,180
30-11-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,25.7,50.2,142,210
12/4/2007,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,23.5,44.7,233,247
12/11/2007,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,21.2,43,46,60
13-12-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,29.7,54,162,200
18-12-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,21.7,41.5,171,221
20-12-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,25.5,44,42,68
26-12-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,21.2,59.8,217,301
28-12-07,Maharashtra,Chandrapur,M.I.D.C.,Industrial Areas,24,51,96,168
1/2/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,33.2,37.2,154,215
1/6/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,37,40.6,408,499
1/8/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32.4,37.8,82,162
1/12/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,33.6,37.6,115,215
15-01-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,33.2,36.6,36,97
18-01-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,37.8,41.7,244,321
20-01-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32.4,37.4,213,350
22-01-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,31.5,36.6,170,220
25-01-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,38,39.3,217,361
29-01-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,38.4,40.4,313,408
2/3/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,39.4,46,251,355
2/5/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,40.2,44.2,256,292
2/9/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,38,42,254,321
2/12/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,37.8,41,183,308
17-02-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,41.4,46.6,158,227
20-02-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,40.8,47.7,214,246
23-02-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,50.4,59.4,285,319
26-02-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,48.8,57.6,269,313
28-02-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,44.8,52.5,229,350
3/3/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,43.6,52,165,234
3/5/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,48,56.4,281,370
3/9/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,50,60.4,184,272
3/12/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,52.8,62.2,343,382
15-03-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,48,57.6,125,224
17-03-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,50.2,64.6,208,242
20-03-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,47.4,59.4,151,212
23-03-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,55.6,66.8,294,346
26-03-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,52.2,64.2,400,457
4/2/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,47.2,58.4,151,209
4/7/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,46.8,59.8,244,266
4/9/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,51,64.4,211,249
13-04-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,49.8,63.6,160,251
16-04-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,47.8,59,174,203
21-04-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,48.4,61.8,161,197
23-04-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,48.6,60.8,140,187
27-04-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,49.6,64.6,152,177
30-04-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,51.8,65.4,164,193
5/5/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,52.4,66.4,226,247
5/7/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,51.2,61.8,240,265
5/11/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,44.2,56.4,175,204
14-05-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,46.4,58.8,172,197
19-05-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,42.4,55,158,183
21-05-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,44.6,57.4,149,170
25-05-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,45,59.2,209,235
28-05-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,42.8,56.4,176,203
6/2/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,40.8,54.4,152,173
6/4/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,46.3,58.5,517,583
6/8/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,34.2,57.4,88,162
6/11/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28.8,56.4,239,299
16-06-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,19.4,33.2,94,152
18-06-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.4,38.8,79,170
22-06-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.6,37.8,75,273
25-06-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.8,38.4,77,149
7/2/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,30.2,44.6,96,176
7/7/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,39,38.2,144,222
7/9/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.2,36.4,82,152
13-07-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24,32.6,47,114
16-07-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,85.8,34.8,37,106
21-07-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22,35,64,167
23-07-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.4,31.4,93,191
27-07-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.4,29.2,81,198
30-07-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.8,39.2,143,198
8/4/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,20.4,32.7,46,139
8/6/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,17.6,32,NA,NA
8/10/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,18.6,38.2,230,278
13-08-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,19.8,34.7,56,118
17-08-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,17.8,33.3,234,311
21-08-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,18.2,35.3,156,404
24-08-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,19,35.7,42,158
27-08-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,18.4,35.8,88,181
9/1/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.2,42.4,125,267
9/3/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.4,40.4,179,250
9/7/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,15.4,30.2,37,75
9/10/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.5,42.3,164,195
14-09-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.8,39.2,83,163
17-09-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,NA,NA,41,147
24-09-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,20.8,34,71,202
28-09-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,32.4,55.6,340,445
29-09-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.4,42.6,127,246
10/1/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,18.4,37.2,84,185
10/6/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.4,39.8,103,125
10/8/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.6,43.2,50,172
10/12/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,28,45.4,119,241
15-10-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23.8,44.4,89,108
20-10-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.2,40.8,272,348
22-10-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27.6,44.2,117,166
26-10-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.4,42.8,131,284
29-10-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,27,40.8,177,357
11/3/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21,41.2,92,171
11/5/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.6,43.6,66,209
11/8/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,23,40,124,212
11/12/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24,39,115,198
17-11-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,24.8,40.6,223,306
19-11-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.2,38.8,81,136
23-11-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.4,43.4,141,178
26-11-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.4,43,307,364
12/1/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29,45.8,177,318
12/3/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.8,44.8,393,529
12/7/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,16.2,40.6,82,128
12/10/2007,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.4,43.8,134,148
15-12-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,25.4,45.4,207,275
17-12-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,29.8,47,159,212
24-12-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,21.2,66,569,666
29-12-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,26.8,49.2,435,478
31-12-07,Maharashtra,Chandrapur,Nagar Parishad,Residential and others,22.8,46.4,52,153
1/4/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.6,45.4,215,470
1/5/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42.6,40.6,342,545
1/10/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33.6,38.6,55,99
16-01-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,39.2,44.4,275,345
17-01-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,43.4,48.6,343,429
19-01-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38.3,40.5,196,251
23-01-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36,41.6,215,471
24-01-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36.6,37.2,219,310
31-01-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38,43,240,332
2/1/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,57.2,62,256,392
2/2/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,66.5,66,274,344
2/7/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42.4,46,207,345
2/8/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42.8,48.2,139,242
13-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38.3,44,215,291
14-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,39,44,272,338
15-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,41,47.2,135,185
21-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.8,56.3,193,267
22-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.4,57,268,296
27-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,50.2,56.4,137,261
28-02-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.2,55.2,200,227
3/1/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.2,49.2,150,239
3/2/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49,58.2,243,286
3/6/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,50.4,56.6,124,207
3/8/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49.4,57.8,193,237
13-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,48.6,61.2,108,152
14-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,48.6,57.4,167,211
16-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,48.8,59,164,258
21-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49,61.3,109,151
22-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,54.6,65.2,519,571
28-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,51,62.6,316,407
29-03-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,54.2,65.6,232,307
4/3/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,50.4,63.2,217,243
4/5/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,51.4,64.8,208,263
4/10/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,49.6,64.8,183,256
4/11/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,52.2,67.2,167,204
18-04-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,46.4,58.6,196,232
20-04-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,50,62.8,186,213
24-04-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,54.6,68.4,189,231
25-04-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,51,63.2,200,237
27-04-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.8,61.6,187,210
5/3/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,55.4,68.6,251,282
5/9/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.2,56.4,147,166
5/10/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,45.2,57.8,234,267
16-05-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.4,59.2,174,197
17-05-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42.4,55.2,105,136
23-05-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,43.6,57,120,143
24-05-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44,56.2,101,133
30-05-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.4,57.2,128,172
6/1/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42,54.8,146,173
6/6/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,30.2,46.2,74,102
6/7/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,34.2,55.6,127,173
13-06-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,30.2,55,208,301
14-06-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,50,68.4,556,688
20-06-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.2,55.2,130,385
21-06-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,39.6,59.8,82,212
7/4/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,51.8,64.8,80,176
7/6/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,42.6,54.6,104,158
7/11/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,27.4,32,101,162
7/12/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36,41.8,203,273
18-07-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,35.2,42.8,77,171
20-07-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33,44.8,162,240
25-07-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,28.6,38,20,93
26-07-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,NA,NA,120,288
8/1/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,20.6,36.8,225,389
8/3/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,20.4,36.5,90,181
8/8/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,27.2,41.2,51,140
16-08-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,18.8,40,118,352
17-08-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,14.8,36.5,127,316
23-08-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29,48.7,129,221
29-08-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,23.8,44.5,72,168
31-08-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,34.4,44,70,203
9/5/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,31.8,49,68,497
9/12/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,28.2,40.8,121,228
13-09-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,26.6,41.8,47,95
19-09-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,23,43.4,193,235
20-09-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,24,41.8,51,95
26-09-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,27.2,49.2,64,131
27-09-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,25.8,46.4,74,134
10/3/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,NA,NA,54,150
10/5/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,NA,NA,43,185
10/10/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33,54.2,186,414
19-10-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,36,52.4,212,431
24-10-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,46,61.8,197,302
25-10-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,30.4,46.8,93,182
11/2/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.2,48.2,248,312
11/7/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,28,45.2,261,324
14-11-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33.4,52.4,328,392
15-11-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29.6,49.2,161,249
16-11-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,28,45.6,101,269
21-11-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29,48.4,108,223
22-11-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.8,57.2,160,275
28-11-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,29.6,54.2,178,228
12/5/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,22.2,47,257,347
12/6/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,26.4,54.8,183,293
12/12/2007,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,25,45.8,77,148
14-12-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,33.2,52.6,172,253
19-12-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,34.4,63,468,621
27-12-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,26.4,67.4,192,248
28-12-07,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,27.6,52.6,152,237
1/3/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,25.8,39.5,139,NA
1/4/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,17.8,31.7,152,NA
1/10/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,13,35.8,159,NA
1/11/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,15,41.2,149,NA
17-01-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,15.2,33,129,NA
18-01-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,17.7,35.3,142,NA
24-01-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,21.3,43.3,180,NA
25-01-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,22,30,102,NA
31-01-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,20.8,37.3,120,NA
2/1/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,15.5,25.3,102,NA
2/7/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,13.3,23.8,114,NA
2/8/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,16.3,33,123,NA
13-02-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,46.8,20.7,167,NA
14-02-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,18.8,21,128,NA
21-02-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6,20.5,185,NA
22-02-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,73.3,76.8,169,NA
28-02-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.7,31.3,187,NA
3/1/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,40.2,41.9,133,NA
3/7/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,43,37.2,273,NA
3/8/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,73.5,21.7,133,NA
14-03-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,29.5,15,119,NA
15-03-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,34.2,29.8,219,NA
21-03-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,27,17.5,111,NA
23-03-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,34.2,21.5,135,NA
28-03-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,25,31.3,167,NA
29-03-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,37,30.8,154,NA
4/4/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,19.7,39.8,300,NA
4/5/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,63.2,24.3,98,NA
4/11/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,53.3,20.3,137,NA
4/12/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,49.5,15.8,118,NA
18-04-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,38.7,15.5,114,NA
19-04-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,51.2,13.1,101,NA
23-04-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,18.3,29.2,175,NA
24-04-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.2,37.8,171,NA
5/5/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,55,17,72,NA
5/6/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,26.2,22.2,79,NA
5/7/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,41.3,28.3,50,NA
5/8/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,24.5,17.5,95,NA
17-05-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,36.8,27.7,71,NA
19-05-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,36,25.8,80,NA
21-05-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,12.3,29.8,61,NA
22-05-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,30.8,27.2,74,NA
31-05-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,29.2,32.7,97,NA
6/2/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,19.5,31.3,124,NA
6/4/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,32.3,29.7,71,NA
6/5/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,27,29.7,95,NA
14-06-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,30.8,35.3,69,NA
16-06-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,35.3,30.7,65,NA
18-06-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,36,33.5,46,NA
19-06-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,37,36.7,48,NA
28-06-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,25.8,33,67,NA
7/2/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,20.3,29,77,NA
7/4/2007,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,16.7,26.2,70,NA
14-07-07,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,14.5,25.8,48,NA
