Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
11/10/2005,Maharashtra,Pune,Swargate,Residential and others,25.7,38.6,168,340
14-11-05,Maharashtra,Pune,Swargate,Residential and others,24,42.7,171,351
17-11-05,Maharashtra,Pune,Swargate,Residential and others,21.6,43.9,163,370
21-11-05,Maharashtra,Pune,Swargate,Residential and others,20.7,36.1,127,265
24-11-05,Maharashtra,Pune,Swargate,Residential and others,19.4,38.2,120,246
28-11-05,Maharashtra,Pune,Swargate,Residential and others,23.8,36.7,141,291
12/1/2005,Maharashtra,Pune,Swargate,Residential and others,27.4,47.3,162,327
12/5/2005,Maharashtra,Pune,Swargate,Residential and others,23,39.2,140,290
12/8/2005,Maharashtra,Pune,Swargate,Residential and others,21.9,29.1,113,235
12/12/2005,Maharashtra,Pune,Swargate,Residential and others,30.7,36.2,156,322
15-12-05,Maharashtra,Pune,Swargate,Residential and others,28.8,35.3,152,280
19-12-05,Maharashtra,Pune,Swargate,Residential and others,34.4,44.3,166,340
22-12-05,Maharashtra,Pune,Swargate,Residential and others,30.2,46.4,152,312
26-12-05,Maharashtra,Pune,Swargate,Residential and others,32.4,44.2,162,336
29-12-05,Maharashtra,Pune,Swargate,Residential and others,34.5,53.7,150,244
1/5/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,41,157,376
1/6/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,20,38,147,370
1/12/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,20,40,151,365
13-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,151,355
17-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,162,393
18-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,40,146,392
23-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.7,36.5,121,362
24-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,41,115,333
25-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,21,40,110,341
31-01-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,110,341
2/1/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,39,113,332
2/7/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,124,325
2/8/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,40,118,320
14-02-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,37,146,369
15-02-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,40,170,399
21-02-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,37,139,359
22-02-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,40,131,367
28-02-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,142,350
3/1/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,138,358
3/7/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38,129,336
3/8/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,131,341
14-03-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,116,324
15-03-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,37,129,346
21-03-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,39,161,364
22-03-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,39,170,388
28-03-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,39,135,355
29-03-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,170,374
4/4/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,39,158,345
4/5/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,20,41,104,280
4/11/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,20,38,161,362
4/12/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,39,137,336
18-04-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,37,141,366
19-04-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,20,39,141,325
26-04-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,39,124,328
5/2/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,39,154,368
5/3/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,37,94,278
5/9/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,134,322
5/10/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,41,155,369
16-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38,142,383
17-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,38,155,346
18-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,39,122,317
19-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,38.8,120,312
23-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,37,168,407
24-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,36,135,351
30-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,150,396
31-05-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,38,130,344
6/6/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,36,134,351
6/7/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38,130,339
13-06-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16,37,109,340
14-06-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,37,126,326
20-06-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,37,128,322
21-06-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,40,138,353
27-06-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38,123,342
28-06-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38,114,343
7/4/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,15,39,109,369
7/5/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.8,40.8,149,365
7/11/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,40,139,374
7/12/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38,148,354
16-07-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,39,112,299
18-07-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.7,39,122,317
19-07-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,38.8,114,312
25-07-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.3,37.3,102,252
26-07-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16,38,105,298
8/1/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.3,37.3,93,218
8/2/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.5,37.2,104,275
8/8/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16,34.3,81,242
15-08-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.8,36.7,107,309
16-08-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.2,37.2,96,275
23-08-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.2,38,121,333
29-08-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.7,36,83,241
30-08-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,15,35.4,60,197
9/5/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.3,35.7,98,284
9/6/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.3,35.8,90,280
9/12/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.3,36.3,87,258
13-09-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38.3,110,306
19-09-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,36.7,96,284
20-09-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.3,36.7,93,274
26-09-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.8,38.5,109,308
27-09-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,38.2,96,296
10/3/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.3,36.8,101,316
10/4/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.8,36.8,78,238
10/10/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,22.8,38.8,62,285
10/11/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.8,41.7,69,256
17-10-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.2,39.3,89,315
18-10-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,13.7,36.2,77,215
24-10-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.7,38.5,91,297
25-10-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,14.3,37.3,71,243
31-10-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.8,36.7,111,303
11/1/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.3,39.8,97,343
11/7/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.5,39.5,77,302
11/8/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.5,39.2,73,286
14-11-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,36.8,103,316
15-11-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.3,37.7,110,320
21-11-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16,38.5,92,308
22-11-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.5,39.5,89,279
28-11-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.8,39.2,105,330
29-11-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.3,36.7,117,301
12/5/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.7,40.7,97,303
12/6/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.2,35.3,100,286
12/12/2005,Maharashtra,Solapur,WIT Campus,Industrial Areas,17,37.2,89,314
13-12-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.5,37.3,89,317
19-12-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,19,41.2,145,377
20-12-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18,40.7,130,352
26-12-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.2,42.2,131,362
27-12-05,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.7,41.8,106,323
1/1/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,21,40,154,386
1/7/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,38,161,384
1/8/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,20,39,149,378
1/11/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,40,160,360
14-01-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,20,40,164,406
15-01-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,39,164,383
20-01-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,40,150,396
21-01-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,39,164,402
27-01-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,41,132,383
28-01-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,20,40,144,411
2/3/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.4,40.2,133,354
2/4/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,41,131,350
2/11/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,40,155,359
2/12/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,42,149,365
18-02-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,42,129,351
19-02-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,130,358
24-02-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.7,32.8,136,360
25-02-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,40,166,381
26-02-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,40,157,373
3/4/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,20,39,154,354
3/5/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,40,147,372
3/11/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,38,167,403
3/12/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,39,150,358
25-03-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,173,381
26-03-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38,167,391
4/1/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,160,392
4/2/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,41,159,375
4/8/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,20,42,131,337
4/9/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,20,39,137,351
15-04-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,40,150,362
16-04-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,39,143,361
22-04-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,41,134,338
23-04-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,40,146,346
29-04-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,130,372
30-04-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38,130,342
5/6/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38,142,355
5/7/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,39,145,360
13-05-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,42,149,374
14-05-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,133,361
20-05-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,153,393
21-05-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,38,150,371
27-05-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38,187,406
28-05-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,37,142,321
6/3/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.8,37.2,129,369
6/4/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,38.7,129,362
6/10/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,37.3,125,314
6/11/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,20.2,38.5,133,352
17-06-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.3,37.5,138,340
18-06-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,38.3,117,353
24-06-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38.7,113,341
25-06-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38.2,145,360
7/1/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,38.7,133,374
7/2/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19,38.3,121,341
7/8/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,37.8,143,354
7/9/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,37.8,138,354
15-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,36,105,310
16-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39,112,299
20-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,29.5,NA,192
22-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.8,37.8,97,300
23-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.2,40.3,114,299
29-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.7,37.8,126,307
30-07-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.3,38.5,117,303
8/5/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.8,36.7,78,277
8/6/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.5,35.7,76,229
8/12/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,36,100,278
13-08-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,35.8,100,273
19-08-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,36.7,100,282
20-08-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,36.8,89,246
26-08-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,38.5,117,305
27-08-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,38,102,313
9/2/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.7,36.2,101,295
9/3/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.8,36.7,89,245
9/9/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.7,37.3,92,278
9/10/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.8,37,103,316
16-09-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39.7,120,341
17-09-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.5,40.2,110,316
23-09-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,36.7,102,319
24-09-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,36.8,105,268
30-09-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,37.3,105,289
10/1/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,38.2,124,333
10/7/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.3,37.5,119,315
10/8/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.5,39,130,372
14-10-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,36.8,117,310
15-10-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,44,65,252
21-10-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.7,39.7,84,328
22-10-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.8,35.5,138,349
28-10-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,39.7,90,290
29-10-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.2,41.8,65,296
11/4/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,20.2,43.2,86,321
11/5/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.7,42.3,76,285
11/11/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,39.8,97,340
11/12/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,39.5,116,343
18-11-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18,39.2,134,367
19-11-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,38.7,124,337
25-11-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,37.7,121,328
26-11-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,38.8,115,341
12/2/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.8,40.5,120,337
12/3/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.2,40,162,349
12/9/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,38.7,162,377
12/10/2005,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.8,42.8,136,353
16-12-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.2,39.3,111,341
17-12-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,20.2,40.2,116,347
23-12-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.2,39.8,134,349
24-12-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.7,41.7,106,334
30-12-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.8,37.3,157,379
31-12-05,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.2,38.8,141,343
1/3/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,9,15,50,87
1/4/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,9,18,48,56
1/10/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,9,16,46,92
1/11/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,10,18,48,90
24-01-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,9,16,49,85
25-01-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,10,18,50,91
2/3/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,8.7,17.2,51,NA
2/4/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,8.5,18,50,NA
2/8/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.5,19.2,57,NA
2/9/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.7,21.8,58,NA
15-02-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,9.5,18.2,54,NA
16-02-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,10.8,19.5,51,NA
22-02-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,10.3,21.3,50,NA
23-02-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,13.3,22.3,49,NA
27-02-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,6,13.3,49,NA
3/4/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.8,18.7,49,NA
3/5/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.2,19.5,49,NA
3/11/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,9,14,50,NA
3/12/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,8.2,16.6,50,NA
16-03-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,8.8,13,49,NA
17-03-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.7,14.3,49,NA
21-03-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.8,14.3,49,NA
22-03-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.2,14.3,48,NA
28-03-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.5,19.7,49,NA
29-03-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.5,16.3,49,NA
4/6/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.3,10.4,49,NA
4/7/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.7,9.9,49,NA
13-04-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,12.2,16.8,49,NA
14-04-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,10.8,13.8,49,NA
17-04-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.8,11.9,49,NA
18-04-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,8.2,11.7,48,NA
25-04-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,18.5,17.8,50,NA
26-04-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,16.2,16.2,50,NA
5/4/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,8.5,15.2,NA,NA
5/5/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,10.5,14.5,NA,NA
5/10/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4,8.3,NA,NA
5/12/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,8.3,NA,NA
18-05-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,8.8,NA,NA
25-05-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7,10.8,NA,NA
26-05-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5,10.6,NA,NA
6/7/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.7,13.8,NA,NA
13-06-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.4,13.6,NA,NA
14-06-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,14.8,NA,NA
21-06-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.6,14.4,NA,NA
22-06-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,11.3,NA,NA
28-06-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.2,9.7,NA,NA
29-06-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7.2,13,NA,NA
7/5/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,11.8,8.4,NA,NA
7/6/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.3,13.3,NA,NA
13-07-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.8,10.5,NA,NA
14-07-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.8,12.5,NA,NA
19-07-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,9.3,NA,NA
20-07-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4,9,NA,NA
8/2/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,7.7,NA,NA
8/3/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,5.3,NA,NA
8/9/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,3.2,9.2,NA,NA
8/10/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,3.2,10.1,NA,NA
17-08-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,3.2,8.7,NA,NA
18-08-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,11.2,NA,NA
24-08-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,12.5,NA,NA
25-08-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,7,20.8,NA,NA
9/5/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,10.7,NA,NA
9/6/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,9.1,NA,NA
19-09-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.7,7.1,NA,NA
20-09-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,6.3,10.2,NA,NA
26-09-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,11.8,NA,NA
27-09-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.8,13.8,NA,NA
10/6/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.8,9.8,NA,NA
10/7/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.7,9.7,NA,NA
10/11/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,9.6,NA,NA
17-10-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.3,10,NA,NA
18-10-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,3.7,9.9,NA,NA
25-10-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5,5.9,NA,NA
11/5/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,18.1,20.2,14,30
11/7/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.5,9,NA,NA
11/8/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,9,NA,NA
14-11-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,10.3,NA,NA
15-11-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.2,10.5,NA,NA
21-11-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,10,NA,NA
22-11-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,10.3,NA,NA
28-11-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,6.2,11.7,NA,NA
29-11-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,6.2,11,NA,NA
12/5/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,10.8,NA,NA
12/6/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,10,NA,NA
12/12/2005,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.2,11.3,NA,NA
