Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
170,15-07-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,32.3
170,20-07-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,23
170,22-07-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,49.7
170,27-07-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,29.7
170,8/3/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,25
170,8/6/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,30.7
170,8/10/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,45
170,8/12/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,35
170,17-08-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,32.7
170,19-08-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,23
170,24-08-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,43.7
170,26-08-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,32.3
170,9/1/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,41.7
170,9/6/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,51
170,9/9/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,19.3
170,14-09-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,45.7
170,16-09-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,35.7
170,21-09-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,42.7
170,23-09-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,51.7
170,28-09-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,68.7
170,10/1/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,25.3
170,10/5/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,30.7
170,10/7/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,35.3
170,10/12/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,124.7
170,14-10-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,90.7
170,19-10-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,140.3
170,26-10-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,108.7
170,28-10-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,134.7
170,11/2/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,90.7
170,11/4/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,120.7
170,11/8/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,61.3
170,11/10/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,108.7
170,11/12/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,201.3
170,17-11-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,109.3
170,19-11-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,103.3
170,23-11-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,131
170,25-11-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,127.7
170,12/2/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,135.7
170,12/4/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,129.7
170,12/7/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,132.7
170,12/9/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,152.3
170,12/11/2004,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,140.3
170,14-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,159.7
170,16-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,181
170,18-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,145.3
170,21-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,76.7
170,23-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,98
170,25-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,117.7
170,28-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,143.3
170,30-12-04,Maharashtra,Mumbai,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,NA,140.3
303,1/2/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",11.8,15.5,NA,44.3
303,1/4/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",11.2,14.7,NA,43.3
303,1/10/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8,14,NA,44.7
303,1/11/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8,13.5,NA,43.7
303,19-01-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,14,NA,44.7
303,20-01-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6,14.2,NA,43.3
303,21-01-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,13.3,NA,44.7
303,27-01-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.3,15.7,NA,44.7
303,28-01-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.2,14.8,NA,45.3
303,2/3/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,16.6,NA,44.7
303,2/4/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.5,15.3,NA,44.3
303,2/9/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,12.2,NA,44
303,2/11/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.2,12.7,NA,44.7
303,14-02-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,13,NA,47.7
303,16-02-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",4.8,13.3,NA,45.3
303,21-02-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.2,14.7,NA,47
303,23-02-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.7,14.8,NA,43.3
303,28-02-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.8,13,NA,44
303,29-02-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.7,12.2,NA,44.7
303,3/6/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.2,13.8,NA,46.3
303,3/8/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.3,13.5,NA,45
303,14-03-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,15.2,NA,44.3
303,15-03-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,14.2,NA,43.3
303,20-03-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,11.9,NA,44.7
303,22-03-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.2,12.3,NA,43.3
303,27-03-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6,7.6,NA,45.3
303,28-03-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.3,8.1,NA,44.7
303,4/3/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.7,11.3,NA,45
303,4/4/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.2,10.6,NA,44.3
303,4/8/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.3,10.3,NA,45
303,4/9/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,10.1,NA,44.7
303,15-04-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.8,9.3,NA,45.3
303,16-04-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.2,10.9,NA,43.3
303,20-04-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.7,10.1,NA,43.3
303,21-04-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,10.8,NA,43.7
303,27-04-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.2,10.2,NA,43.7
303,28-04-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.5,12,NA,44.5
303,5/7/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.7,15.8,NA,44.3
303,5/8/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,15.3,NA,43.7
303,14-05-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,14.3,NA,44
303,15-05-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.7,14.5,NA,44.7
303,21-05-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8,15.3,NA,45.7
303,22-05-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,15.8,NA,45
303,30-05-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.7,13.2,NA,44.3
303,31-05-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.2,13.2,NA,45
303,6/6/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.5,13.8,NA,45
303,6/7/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.3,13.3,NA,44.7
303,13-06-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,9.5,NA,44.7
303,14-06-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.5,7.8,NA,45
303,18-06-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5,8,NA,45.3
303,19-06-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",3.5,7.3,NA,44
303,25-06-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,10.3,NA,43.7
303,26-06-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5,8,NA,45
303,7/2/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.3,15.5,NA,44.7
303,7/4/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.2,9,NA,44.3
303,7/10/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.3,7.1,NA,45
303,7/11/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.2,9.1,NA,45.3
303,17-07-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6,12.8,NA,45
303,18-07-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.2,12.7,NA,44.7
303,22-07-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.2,10.6,NA,44.7
303,23-07-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",5.8,10.6,NA,44.5
303,29-07-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.3,9.9,NA,47.7
303,30-07-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.5,8.8,NA,46
303,8/5/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.8,8.5,NA,46
303,8/6/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.8,8.5,NA,45
303,8/11/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8,8.6,NA,46
303,13-08-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.8,9.8,NA,46.7
303,19-08-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,8.8,NA,45.3
303,20-08-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,8,NA,43.3
303,26-08-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",9.8,11.3,NA,47.5
303,27-08-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.8,9.3,NA,47.5
303,28-08-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.2,9.1,NA,48
303,9/8/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",9.2,10.1,NA,44
303,9/9/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",10,9.1,NA,45
303,17-09-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",12,9.6,NA,48.7
303,19-09-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",11.5,11.8,NA,49
303,24-09-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",10.7,9.8,NA,47.3
303,26-09-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",10.3,10.7,NA,48
303,10/1/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",9.7,10.3,NA,49
303,10/2/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",9.7,8.6,NA,49.3
303,10/8/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.7,7.1,NA,45
303,10/9/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",9,11,NA,47.7
303,10/10/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",9.5,10.9,NA,45.3
303,16-10-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.5,9.9,NA,46
303,17-10-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.5,11,NA,47.3
303,21-10-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,6.3,NA,46.3
303,22-10-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,7.4,NA,47.3
303,25-10-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.3,9.3,NA,46
303,26-10-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7,9.4,NA,44.7
303,11/3/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,9.8,NA,47
303,11/5/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.7,10.7,NA,47.3
303,11/6/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,4.5,NA,46.3
303,19-11-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.7,9.8,NA,47
303,20-11-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.5,9.6,NA,47.7
303,12/1/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.3,9.8,NA,49.7
303,12/2/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",10.3,5.9,NA,46.3
303,12/8/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",7.3,15.3,NA,46.7
303,12/9/2004,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",14,18,NA,NA
303,15-12-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",6.5,16.8,NA,51.7
303,16-12-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.3,16,NA,49.3
303,24-12-04,Maharashtra,Thane,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",Thane Municipal Corporation,"Residential, Rural and other Areas",8.5,17.2,NA,49.7
