Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
547,21-08-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,154,NA
547,25-08-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,142,NA
547,28-08-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,12,142,NA
547,9/1/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,11,131,NA
547,9/4/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,12,128,NA
547,9/10/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,103,NA
547,9/11/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,16,138,NA
547,15-09-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,124,NA
547,20-09-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,124,NA
547,22-09-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",15,18,135,NA
547,25-09-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,16,122,NA
547,29-09-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,121,NA
547,10/2/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,17,142,NA
547,10/6/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,13,129,NA
547,10/9/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,139,NA
547,13-10-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,140,NA
547,16-10-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,17,131,NA
547,20-10-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,13,126,NA
547,23-10-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,136,NA
547,27-10-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,136,NA
547,30-10-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,17,142,NA
547,11/3/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,131,NA
547,11/5/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,17,175,NA
547,11/6/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,180,NA
547,11/10/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,16,128,NA
547,13-11-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,15,127,NA
547,17-11-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,128,NA
547,20-11-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,142,NA
547,24-11-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,140,NA
547,27-11-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,135,NA
547,12/1/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,137,NA
547,12/4/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,15,141,NA
547,12/8/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,137,NA
547,12/11/2010,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,146,NA
547,15-12-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,16,149,NA
547,18-12-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,140,NA
547,22-12-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,145,NA
547,25-12-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,146,NA
547,29-12-10,Maharashtra,Amravati,"Rajkamal Square, Family Planning Centre Building of Vaneeta Samaj, Dts Amravati",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,150,NA
548,1/4/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,12,76,NA
548,1/7/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,82,NA
548,1/11/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,76,NA
548,14-01-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,13,76,NA
548,18-01-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,12,83,NA
548,21-01-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,86,NA
548,25-01-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,11,76,NA
548,30-01-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,73,NA
548,2/1/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,12,70,NA
548,2/4/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,62,NA
548,2/8/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,83,NA
548,2/11/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,13,84,NA
548,15-02-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,71,NA
548,18-02-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,13,87,NA
548,22-02-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,11,75,NA
548,25-02-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,13,92,NA
548,3/1/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,13,64,NA
548,3/4/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,12,60,NA
548,3/8/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,14,67,NA
548,3/11/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,11,54,NA
548,15-03-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,53,NA
548,18-03-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,66,NA
548,22-03-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,14,66,NA
548,25-03-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,55,NA
548,29-03-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,14,69,NA
548,31-03-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,49,NA
548,4/1/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,90,NA
548,4/5/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,121,NA
548,4/8/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,16,116,NA
548,4/12/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,84,NA
548,15-04-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,13,84,NA
548,19-04-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,91,NA
548,22-04-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,101,NA
548,26-04-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,15,94,NA
548,29-04-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,73,NA
548,5/3/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,98,NA
548,5/6/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,99,NA
548,5/10/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,12,83,NA
548,13-05-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,15,91,NA
548,17-05-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,76,NA
548,20-05-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,15,92,NA
548,24-05-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,71,NA
548,27-05-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,14,75,NA
548,31-05-10,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,13,82,NA
548,7/1/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,11,63,NA
548,7/5/2010,Maharashtra,Amravati,"Electronics and Tel. Dept., Govt College of Engineering, Amravati Dist.",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,12,57,NA
