Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
700,1/1/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,135,NA
700,1/10/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",5,6,104,NA
700,14-01-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,140,NA
700,15-01-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,140,NA
700,21-01-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,141,NA
700,22-01-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,131,NA
700,28-01-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,135,NA
700,29-01-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,137,NA
700,2/9/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,108,NA
700,2/12/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,120,NA
700,18-02-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,138,NA
700,19-02-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,140,NA
700,25-02-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,141,NA
700,26-02-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,141,NA
700,3/9/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,107,NA
700,3/12/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,123,NA
700,4/2/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,138,NA
700,4/11/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,118,NA
700,5/2/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,138,NA
700,5/8/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,96,NA
700,5/11/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,117,NA
700,6/8/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,101,NA
700,7/1/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,137,NA
700,7/10/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,6,105,NA
700,8/1/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,138,NA
700,8/10/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,104,NA
700,13-08-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,106,NA
700,19-08-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,92,NA
700,20-08-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,90,NA
700,9/9/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,111,NA
700,9/12/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,122,NA
700,16-09-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,119,NA
700,17-09-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,113,NA
700,23-09-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,7,114,NA
700,24-09-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,7,117,NA
700,30-09-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,114,NA
700,10/9/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,111,NA
700,10/12/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,125,NA
700,14-10-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,107,NA
700,15-10-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,109,NA
700,21-10-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,112,NA
700,22-10-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,113,NA
700,28-10-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,114,NA
700,29-10-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,6,115,NA
700,11/2/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,139,NA
700,11/11/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,121,NA
700,18-11-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,123,NA
700,19-11-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,125,NA
700,25-11-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,124,NA
700,26-11-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,124,NA
700,12/2/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,140,NA
700,12/8/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,107,NA
700,12/11/2013,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,126,NA
700,16-12-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,123,NA
700,17-12-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,124,NA
700,23-12-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,125,NA
700,24-12-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,127,NA
700,30-12-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,129,NA
700,31-12-13,Maharashtra,Akola,"L.R.T. Commerce College, Ratanlal Plot, Civil Lines, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,7,127,NA
701,1/8/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,118,NA
701,16-01-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,11,13,161,NA
701,17-01-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,11,13,163,NA
701,23-01-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,120,NA
701,24-01-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,136,NA
701,30-01-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,10,140,NA
701,31-01-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,11,145,NA
701,2/1/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,11,154,NA
701,2/10/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,120,NA
701,13-02-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,147,NA
701,14-02-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,140,NA
701,20-02-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,146,NA
701,21-02-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,148,NA
701,27-02-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,150,NA
701,28-02-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,151,NA
701,3/1/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,156,NA
701,3/10/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,123,NA
701,4/9/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,7,120,NA
701,4/12/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,137,NA
701,5/9/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,7,118,NA
701,5/12/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,140,NA
701,6/2/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,10,12,146,NA
701,6/11/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,7,129,NA
701,7/2/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,9,11,140,NA
701,7/8/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,9,121,NA
701,7/11/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,7,130,NA
701,8/8/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,125,NA
701,14-08-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,126,NA
701,15-08-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,124,NA
701,21-08-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,7,118,NA
701,22-08-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,7,118,NA
701,9/1/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,11,12,158,NA
701,9/10/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,121,NA
701,18-09-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,122,NA
701,19-09-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,126,NA
701,25-09-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,126,NA
701,26-09-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,9,126,NA
701,10/1/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,11,13,159,NA
701,10/10/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,124,NA
701,16-10-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,8,128,NA
701,17-10-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,9,126,NA
701,23-10-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,128,NA
701,24-10-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,8,126,NA
701,30-10-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,8,126,NA
701,31-10-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,125,NA
701,11/9/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,122,NA
701,11/12/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,141,NA
701,13-11-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,5,6,130,NA
701,14-11-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,129,NA
701,20-11-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,8,129,NA
701,21-11-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,7,132,NA
701,27-11-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,7,130,NA
701,28-11-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,6,7,130,NA
701,12/9/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,7,8,122,NA
701,12/12/2013,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,10,142,NA
701,18-12-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,141,NA
701,19-12-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,137,NA
701,25-12-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,9,142,NA
701,26-12-13,Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",Maharashtra State Pollution Control Board,Industrial Area,8,10,139,NA
702,1/2/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,10,159.3333333,NA
702,1/11/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,142.3333333,NA
702,18-01-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,11,168.3333333,NA
702,19-01-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,12,170.3333333,NA
702,25-01-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,10,156.6666667,NA
702,26-01-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,10,158.6666667,NA
702,2/2/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,11,160.6666667,NA
702,2/8/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,129,NA
702,2/11/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,144,NA
702,15-02-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,130.6666667,NA
702,16-02-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,10,142.3333333,NA
702,22-02-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,126.6666667,NA
702,23-02-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,125.6666667,NA
702,3/8/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,133,NA
702,4/1/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,10,160.6666667,NA
702,4/10/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,137.3333333,NA
702,5/1/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,11,163.6666667,NA
702,5/10/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,136.6666667,NA
702,6/9/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,129.6666667,NA
702,6/12/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,147.3333333,NA
702,7/9/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,133.6666667,NA
702,7/12/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,149,NA
702,8/2/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,10,155,NA
702,8/11/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,143,NA
702,16-08-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,131,NA
702,17-08-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,9,130.3333333,NA
702,23-08-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,7,125.6666667,NA
702,24-08-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,125.6666667,NA
702,9/2/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,11,156.6666667,NA
702,9/8/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,9,132,NA
702,9/11/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,143,NA
702,13-09-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,136,NA
702,14-09-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,137,NA
702,20-09-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,138.6666667,NA
702,21-09-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,138,NA
702,27-09-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,142.6666667,NA
702,28-09-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,137.6666667,NA
702,10/8/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,8,134.6666667,NA
702,18-10-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,139,NA
702,19-10-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,138.6666667,NA
702,25-10-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,8,139.3333333,NA
702,26-10-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,8,141.6666667,NA
702,11/1/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,11,165.6666667,NA
702,11/10/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,8,135.6666667,NA
702,15-11-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,144.3333333,NA
702,16-11-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,143.3333333,NA
702,22-11-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,7,144,NA
702,23-11-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,8,143,NA
702,29-11-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,142.3333333,NA
702,30-11-13,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,7,142.3333333,NA
702,12/1/2013,Maharashtra,Akola,"College Of Engineering and Technology, Akola",Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,11,167,NA
